"Step","act_calvin_abc_fair - train/kld_loss","act_calvin_abc_fair - train/kld_loss__MIN","act_calvin_abc_fair - train/kld_loss__MAX","act_calvin_b - train/kld_loss","act_calvin_b - train/kld_loss__MIN","act_calvin_b - train/kld_loss__MAX"
"7400","0.005018660798668861","0.005018660798668861","0.005018660798668861","0.004431501030921936","0.004431501030921936","0.004431501030921936"
"7500","0.004306275397539139","0.004306275397539139","0.004306275397539139","0.004222102463245392","0.004222102463245392","0.004222102463245392"
"7600","0.0042998455464839935","0.0042998455464839935","0.0042998455464839935","0.004158027470111847","0.004158027470111847","0.004158027470111847"
"7700","0.00397266261279583","0.00397266261279583","0.00397266261279583","0.0036001037806272507","0.0036001037806272507","0.0036001037806272507"
"7800","0.00388924777507782","0.00388924777507782","0.00388924777507782","0.003352506086230278","0.003352506086230278","0.003352506086230278"
"7900","0.0033539235591888428","0.0033539235591888428","0.0033539235591888428","0.004253450781106949","0.004253450781106949","0.004253450781106949"
"8000","0.003617051988840103","0.003617051988840103","0.003617051988840103","0.0031606219708919525","0.0031606219708919525","0.0031606219708919525"
"8100","0.0038943886756896973","0.0038943886756896973","0.0038943886756896973","0.005627989768981934","0.005627989768981934","0.005627989768981934"
"8200","0.004128696396946907","0.004128696396946907","0.004128696396946907","0.003981566056609154","0.003981566056609154","0.003981566056609154"
"8300","0.004079990088939667","0.004079990088939667","0.004079990088939667","0.004152204841375351","0.004152204841375351","0.004152204841375351"
"8400","0.004174981266260147","0.004174981266260147","0.004174981266260147","0.00370771624147892","0.00370771624147892","0.00370771624147892"
"8500","0.0034069810062646866","0.0034069810062646866","0.0034069810062646866","0.0035811439156532288","0.0035811439156532288","0.0035811439156532288"
"8600","0.0029814336448907852","0.0029814336448907852","0.0029814336448907852","0.0037147104740142822","0.0037147104740142822","0.0037147104740142822"
"8700","0.0033142566680908203","0.0033142566680908203","0.0033142566680908203","0.0032964516431093216","0.0032964516431093216","0.0032964516431093216"
"8800","0.0031790975481271744","0.0031790975481271744","0.0031790975481271744","0.0032853130251169205","0.0032853130251169205","0.0032853130251169205"
"8900","0.003551395609974861","0.003551395609974861","0.003551395609974861","0.0035520512610673904","0.0035520512610673904","0.0035520512610673904"
"9000","0.002994867041707039","0.002994867041707039","0.002994867041707039","0.0025591012090444565","0.0025591012090444565","0.0025591012090444565"
"9100","0.0026038270443677902","0.0026038270443677902","0.0026038270443677902","0.002436285838484764","0.002436285838484764","0.002436285838484764"
"9200","0.002192514017224312","0.002192514017224312","0.002192514017224312","0.0031341388821601868","0.0031341388821601868","0.0031341388821601868"
"9300","0.0028981007635593414","0.0028981007635593414","0.0028981007635593414","0.0025840476155281067","0.0025840476155281067","0.0025840476155281067"
"9400","0.0028111711144447327","0.0028111711144447327","0.0028111711144447327","0.002391234040260315","0.002391234040260315","0.002391234040260315"
"9500","0.0026777032762765884","0.0026777032762765884","0.0026777032762765884","0.002588130533695221","0.002588130533695221","0.002588130533695221"
"9600","0.002614162862300873","0.002614162862300873","0.002614162862300873","0.0034580063074827194","0.0034580063074827194","0.0034580063074827194"
"9700","0.0027367323637008667","0.0027367323637008667","0.0027367323637008667","0.0020582079887390137","0.0020582079887390137","0.0020582079887390137"
"9800","0.003051338717341423","0.003051338717341423","0.003051338717341423","0.002406049519777298","0.002406049519777298","0.002406049519777298"
"9900","0.0021546613425016403","0.0021546613425016403","0.0021546613425016403","0.0029824133962392807","0.0029824133962392807","0.0029824133962392807"
"10000","0.0018427763134241104","0.0018427763134241104","0.0018427763134241104","0.0028717927634716034","0.0028717927634716034","0.0028717927634716034"
"10100","0.0018957871943712234","0.0018957871943712234","0.0018957871943712234","0.001751115545630455","0.001751115545630455","0.001751115545630455"
"10200","0.0022504422813653946","0.0022504422813653946","0.0022504422813653946","0.0018729288130998611","0.0018729288130998611","0.0018729288130998611"
"10300","0.0023439545184373856","0.0023439545184373856","0.0023439545184373856","0.0024116337299346924","0.0024116337299346924","0.0024116337299346924"
"10400","0.002001602202653885","0.002001602202653885","0.002001602202653885","0.001869218423962593","0.001869218423962593","0.001869218423962593"
"10500","0.002363935112953186","0.002363935112953186","0.002363935112953186","0.001947486773133278","0.001947486773133278","0.001947486773133278"
"10600","0.0018503498286008835","0.0018503498286008835","0.0018503498286008835","0.0021317973732948303","0.0021317973732948303","0.0021317973732948303"
"10700","0.0016596540808677673","0.0016596540808677673","0.0016596540808677673","0.001751357689499855","0.001751357689499855","0.001751357689499855"
"10800","0.001625223085284233","0.001625223085284233","0.001625223085284233","0.001844555139541626","0.001844555139541626","0.001844555139541626"
"10900","0.0018475502729415894","0.0018475502729415894","0.0018475502729415894","0.0016647931188344955","0.0016647931188344955","0.0016647931188344955"
"11000","0.0017628688365221024","0.0017628688365221024","0.0017628688365221024","0.0015954133123159409","0.0015954133123159409","0.0015954133123159409"
"11100","0.001648908481001854","0.001648908481001854","0.001648908481001854","0.0017695482820272446","0.0017695482820272446","0.0017695482820272446"
"11200","0.0013412926346063614","0.0013412926346063614","0.0013412926346063614","0.001301601529121399","0.001301601529121399","0.001301601529121399"
"11300","0.001643899828195572","0.001643899828195572","0.001643899828195572","0.0012649018317461014","0.0012649018317461014","0.0012649018317461014"
"11400","0.0016810987144708633","0.0016810987144708633","0.0016810987144708633","0.0013285670429468155","0.0013285670429468155","0.0013285670429468155"
"11500","0.0018355846405029297","0.0018355846405029297","0.0018355846405029297","0.00188400037586689","0.00188400037586689","0.00188400037586689"
"11600","0.0013616569340229034","0.0013616569340229034","0.0013616569340229034","0.0015686247497797012","0.0015686247497797012","0.0015686247497797012"
"11700","0.0013845209032297134","0.0013845209032297134","0.0013845209032297134","0.001466965302824974","0.001466965302824974","0.001466965302824974"
"11800","0.0018192324787378311","0.0018192324787378311","0.0018192324787378311","0.0015550535172224045","0.0015550535172224045","0.0015550535172224045"
"11900","0.001384921371936798","0.001384921371936798","0.001384921371936798","0.001332651823759079","0.001332651823759079","0.001332651823759079"
"12000","0.001435874029994011","0.001435874029994011","0.001435874029994011","0.0010027308017015457","0.0010027308017015457","0.0010027308017015457"
"12100","0.001196669414639473","0.001196669414639473","0.001196669414639473","0.0011789146810770035","0.0011789146810770035","0.0011789146810770035"
"12200","0.001295335590839386","0.001295335590839386","0.001295335590839386","0.001084962859749794","0.001084962859749794","0.001084962859749794"
"12300","0.0011973120272159576","0.0011973120272159576","0.0011973120272159576","0.0011683162301778793","0.0011683162301778793","0.0011683162301778793"
"12400","0.0012805797159671783","0.0012805797159671783","0.0012805797159671783","0.0008857343345880508","0.0008857343345880508","0.0008857343345880508"
"12500","0.0009159315377473831","0.0009159315377473831","0.0009159315377473831","0.0012068785727024078","0.0012068785727024078","0.0012068785727024078"
"12600","0.000855468213558197","0.000855468213558197","0.000855468213558197","0.0009123478084802628","0.0009123478084802628","0.0009123478084802628"
"12700","0.0008920896798372269","0.0008920896798372269","0.0008920896798372269","0.0007756073027849197","0.0007756073027849197","0.0007756073027849197"
"12800","0.0009083468466997147","0.0009083468466997147","0.0009083468466997147","0.0009010657668113708","0.0009010657668113708","0.0009010657668113708"
"12900","0.0009693652391433716","0.0009693652391433716","0.0009693652391433716","0.0008302964270114899","0.0008302964270114899","0.0008302964270114899"
"13000","0.0009318776428699493","0.0009318776428699493","0.0009318776428699493","0.0008450299501419067","0.0008450299501419067","0.0008450299501419067"
"13100","0.0007642917335033417","0.0007642917335033417","0.0007642917335033417","0.0008325148373842239","0.0008325148373842239","0.0008325148373842239"
"13200","0.0007207635790109634","0.0007207635790109634","0.0007207635790109634","0.0006887670606374741","0.0006887670606374741","0.0006887670606374741"
"13300","0.0008300673216581345","0.0008300673216581345","0.0008300673216581345","0.0009581781923770905","0.0009581781923770905","0.0009581781923770905"
"13400","0.000575825572013855","0.000575825572013855","0.000575825572013855","0.0006431620568037033","0.0006431620568037033","0.0006431620568037033"
"13500","0.0008523482829332352","0.0008523482829332352","0.0008523482829332352","0.0007653441280126572","0.0007653441280126572","0.0007653441280126572"
"13600","0.0008080955594778061","0.0008080955594778061","0.0008080955594778061","0.0010014716535806656","0.0010014716535806656","0.0010014716535806656"
"13700","0.0006791353225708008","0.0006791353225708008","0.0006791353225708008","0.0008121151477098465","0.0008121151477098465","0.0008121151477098465"
"13800","0.0005256813019514084","0.0005256813019514084","0.0005256813019514084","0.0005363635718822479","0.0005363635718822479","0.0005363635718822479"
"13900","0.0004688538610935211","0.0004688538610935211","0.0004688538610935211","0.0004173610359430313","0.0004173610359430313","0.0004173610359430313"
"14000","0.0005781184881925583","0.0005781184881925583","0.0005781184881925583","0.0004891734570264816","0.0004891734570264816","0.0004891734570264816"
"14100","0.0004623718559741974","0.0004623718559741974","0.0004623718559741974","0.0004487913101911545","0.0004487913101911545","0.0004487913101911545"
"14200","0.000412600114941597","0.000412600114941597","0.000412600114941597","0.00037707574665546417","0.00037707574665546417","0.00037707574665546417"
"14300","0.0004211217164993286","0.0004211217164993286","0.0004211217164993286","0.0003496818244457245","0.0003496818244457245","0.0003496818244457245"
"14400","0.000424262136220932","0.000424262136220932","0.000424262136220932","0.00038862042129039764","0.00038862042129039764","0.00038862042129039764"
"14500","0.0003589354455471039","0.0003589354455471039","0.0003589354455471039","0.0004118625074625015","0.0004118625074625015","0.0004118625074625015"
"14600","0.0003637559711933136","0.0003637559711933136","0.0003637559711933136","0.00040893256664276123","0.00040893256664276123","0.00040893256664276123"
"14700","0.00032288022339344025","0.00032288022339344025","0.00032288022339344025","0.000293731689453125","0.000293731689453125","0.000293731689453125"
"14800","0.00034109316766262054","0.00034109316766262054","0.00034109316766262054","0.0002843588590621948","0.0002843588590621948","0.0002843588590621948"
"14900","0.0002968050539493561","0.0002968050539493561","0.0002968050539493561","0.0003349948674440384","0.0003349948674440384","0.0003349948674440384"
"15000","0.00024897605180740356","0.00024897605180740356","0.00024897605180740356","0.00029923953115940094","0.00029923953115940094","0.00029923953115940094"
"15100","0.0002911984920501709","0.0002911984920501709","0.0002911984920501709","0.0002680644392967224","0.0002680644392967224","0.0002680644392967224"
"15200","0.0002399049699306488","0.0002399049699306488","0.0002399049699306488","0.00027137063443660736","0.00027137063443660736","0.00027137063443660736"
"15300","0.00026634521782398224","0.00026634521782398224","0.00026634521782398224","0.00025345198810100555","0.00025345198810100555","0.00025345198810100555"
"15400","0.00030593015253543854","0.00030593015253543854","0.00030593015253543854","0.0002290140837430954","0.0002290140837430954","0.0002290140837430954"
"15500","0.00021937862038612366","0.00021937862038612366","0.00021937862038612366","0.00020166300237178802","0.00020166300237178802","0.00020166300237178802"
"15600","0.0002032071352005005","0.0002032071352005005","0.0002032071352005005","0.0002997368574142456","0.0002997368574142456","0.0002997368574142456"
"15700","0.0002133585512638092","0.0002133585512638092","0.0002133585512638092","0.00020776130259037018","0.00020776130259037018","0.00020776130259037018"
"15800","0.00020422227680683136","0.00020422227680683136","0.00020422227680683136","0.00033345259726047516","0.00033345259726047516","0.00033345259726047516"
"15900","0.00021470151841640472","0.00021470151841640472","0.00021470151841640472","0.00019717775285243988","0.00019717775285243988","0.00019717775285243988"
"16000","0.0001999586820602417","0.0001999586820602417","0.0001999586820602417","0.0002044104039669037","0.0002044104039669037","0.0002044104039669037"
"16100","0.00019268132746219635","0.00019268132746219635","0.00019268132746219635","0.0002515427768230438","0.0002515427768230438","0.0002515427768230438"
"16200","0.00021173618733882904","0.00021173618733882904","0.00021173618733882904","0.00024156458675861359","0.00024156458675861359","0.00024156458675861359"
"16300","0.00021205097436904907","0.00021205097436904907","0.00021205097436904907","0.00019633769989013672","0.00019633769989013672","0.00019633769989013672"
"16400","0.00018532946705818176","0.00018532946705818176","0.00018532946705818176","0.00019315257668495178","0.00019315257668495178","0.00019315257668495178"
"16500","0.00022363103926181793","0.00022363103926181793","0.00022363103926181793","0.00019571930170059204","0.00019571930170059204","0.00019571930170059204"
"16600","0.00016739778220653534","0.00016739778220653534","0.00016739778220653534","0.00019861385226249695","0.00019861385226249695","0.00019861385226249695"
"16700","0.000213623046875","0.000213623046875","0.000213623046875","0.0002404823899269104","0.0002404823899269104","0.0002404823899269104"
"16800","0.00013760104775428772","0.00013760104775428772","0.00013760104775428772","0.00015817396342754364","0.00015817396342754364","0.00015817396342754364"
"16900","0.00015229173004627228","0.00015229173004627228","0.00015229173004627228","0.00019494444131851196","0.00019494444131851196","0.00019494444131851196"
"17000","0.000136667862534523","0.000136667862534523","0.000136667862534523","0.00023200549185276031","0.00023200549185276031","0.00023200549185276031"
"17100","0.0001793503761291504","0.0001793503761291504","0.0001793503761291504","0.00016001425683498383","0.00016001425683498383","0.00016001425683498383"
"17200","0.00015269406139850616","0.00015269406139850616","0.00015269406139850616","0.00013181567192077637","0.00013181567192077637","0.00013181567192077637"
"17300","0.0001514926552772522","0.0001514926552772522","0.0001514926552772522","0.0001360047608613968","0.0001360047608613968","0.0001360047608613968"
"17400","0.00012778118252754211","0.00012778118252754211","0.00012778118252754211","0.00012812204658985138","0.00012812204658985138","0.00012812204658985138"
"17500","0.0001456383615732193","0.0001456383615732193","0.0001456383615732193","0.00014633871614933014","0.00014633871614933014","0.00014633871614933014"
"17600","0.00014457106590270996","0.00014457106590270996","0.00014457106590270996","0.0001438334584236145","0.0001438334584236145","0.0001438334584236145"
"17700","0.00011764280498027802","0.00011764280498027802","0.00011764280498027802","0.00012846477329730988","0.00012846477329730988","0.00012846477329730988"
"17800","0.00014944933354854584","0.00014944933354854584","0.00014944933354854584","0.00015633367002010345","0.00015633367002010345","0.00015633367002010345"
"17900","0.00010696984827518463","0.00010696984827518463","0.00010696984827518463","0.00011994689702987671","0.00011994689702987671","0.00011994689702987671"
"18000","0.00012653134763240814","0.00012653134763240814","0.00012653134763240814","0.00014288723468780518","0.00014288723468780518","0.00014288723468780518"
"18100","0.00009808503091335297","0.00009808503091335297","0.00009808503091335297","0.00019443035125732422","0.00019443035125732422","0.00019443035125732422"
"18200","0.00010327063500881195","0.00010327063500881195","0.00010327063500881195","0.00010387599468231201","0.00010387599468231201","0.00010387599468231201"
"18300","0.00010661408305168152","0.00010661408305168152","0.00010661408305168152","0.0001594237983226776","0.0001594237983226776","0.0001594237983226776"
"18400","0.00011549890041351318","0.00011549890041351318","0.00011549890041351318","0.0001476835459470749","0.0001476835459470749","0.0001476835459470749"
"18500","0.00010191835463047028","0.00010191835463047028","0.00010191835463047028","0.00014005973935127258","0.00014005973935127258","0.00014005973935127258"
"18600","0.00009666569530963898","0.00009666569530963898","0.00009666569530963898","0.00012220442295074463","0.00012220442295074463","0.00012220442295074463"
"18700","0.00008225254714488983","0.00008225254714488983","0.00008225254714488983","0.0001136288046836853","0.0001136288046836853","0.0001136288046836853"
"18800","0.00008473731577396393","0.00008473731577396393","0.00008473731577396393","0.00010167062282562256","0.00010167062282562256","0.00010167062282562256"
"18900","0.00010528601706027985","0.00010528601706027985","0.00010528601706027985","0.00009153038263320923","0.00009153038263320923","0.00009153038263320923"
"19000","0.00008737295866012573","0.00008737295866012573","0.00008737295866012573","0.0001174677163362503","0.0001174677163362503","0.0001174677163362503"
"19100","0.00009015016257762909","0.00009015016257762909","0.00009015016257762909","0.0001227855682373047","0.0001227855682373047","0.0001227855682373047"
"19200","0.00010035187005996704","0.00010035187005996704","0.00010035187005996704","0.00011156871914863586","0.00011156871914863586","0.00011156871914863586"
"19300","0.0000800788402557373","0.0000800788402557373","0.0000800788402557373","0.000135006383061409","0.000135006383061409","0.000135006383061409"
"19400","0.00008308887481689453","0.00008308887481689453","0.00008308887481689453","0.00009734183549880981","0.00009734183549880981","0.00009734183549880981"
"19500","0.0000617392361164093","0.0000617392361164093","0.0000617392361164093","0.00008788146078586578","0.00008788146078586578","0.00008788146078586578"
"19600","0.000077027827501297","0.000077027827501297","0.000077027827501297","0.00010922364890575409","0.00010922364890575409","0.00010922364890575409"
"19700","0.00006715580821037292","0.00006715580821037292","0.00006715580821037292","0.00009790807962417603","0.00009790807962417603","0.00009790807962417603"
"19800","0.00006602145731449127","0.00006602145731449127","0.00006602145731449127","0.0002224016934633255","0.0002224016934633255","0.0002224016934633255"
"19900","0.00007490254938602448","0.00007490254938602448","0.00007490254938602448","0.00005935691297054291","0.00005935691297054291","0.00005935691297054291"
"20000","0.00006793998181819916","0.00006793998181819916","0.00006793998181819916","0.00009822286665439606","0.00009822286665439606","0.00009822286665439606"
"20100","0.00006124936044216156","0.00006124936044216156","0.00006124936044216156","0.00009702146053314209","0.00009702146053314209","0.00009702146053314209"
"20200","0.00008551590144634247","0.00008551590144634247","0.00008551590144634247","0.00007114000618457794","0.00007114000618457794","0.00007114000618457794"
"20300","0.00005356036126613617","0.00005356036126613617","0.00005356036126613617","0.00007884763181209564","0.00007884763181209564","0.00007884763181209564"
"20400","0.00006292387843132019","0.00006292387843132019","0.00006292387843132019","0.00008963793516159058","0.00008963793516159058","0.00008963793516159058"
"20500","0.00006478279829025269","0.00006478279829025269","0.00006478279829025269","0.00009187869727611542","0.00009187869727611542","0.00009187869727611542"
"20600","0.00005287490785121918","0.00005287490785121918","0.00005287490785121918","0.00007833726704120636","0.00007833726704120636","0.00007833726704120636"
"20700","0.000057736411690711975","0.000057736411690711975","0.000057736411690711975","0.00007699429988861084","0.00007699429988861084","0.00007699429988861084"
"20800","0.00004670768976211548","0.00004670768976211548","0.00004670768976211548","0.00009583495557308197","0.00009583495557308197","0.00009583495557308197"
"20900","0.0000444464385509491","0.0000444464385509491","0.0000444464385509491","0.00007444620132446289","0.00007444620132446289","0.00007444620132446289"
"21000","0.000051472336053848267","0.000051472336053848267","0.000051472336053848267","0.00007283687591552734","0.00007283687591552734","0.00007283687591552734"
"21100","0.00006647221744060516","0.00006647221744060516","0.00006647221744060516","0.0000773649662733078","0.0000773649662733078","0.0000773649662733078"
"21200","0.00004741735756397247","0.00004741735756397247","0.00004741735756397247","0.00008105672895908356","0.00008105672895908356","0.00008105672895908356"
"21300","0.000045437365770339966","0.000045437365770339966","0.000045437365770339966","0.0000788029283285141","0.0000788029283285141","0.0000788029283285141"
"21400","0.00003969110548496246","0.00003969110548496246","0.00003969110548496246","0.00008418038487434387","0.00008418038487434387","0.00008418038487434387"
"21500","0.00004306994378566742","0.00004306994378566742","0.00004306994378566742","0.00009101442992687225","0.00009101442992687225","0.00009101442992687225"
"21600","0.00004768185317516327","0.00004768185317516327","0.00004768185317516327","0.00006745196878910065","0.00006745196878910065","0.00006745196878910065"
"21700","0.000043058767914772034","0.000043058767914772034","0.000043058767914772034","0.0000684838742017746","0.0000684838742017746","0.0000684838742017746"
"21800","0.00004258938133716583","0.00004258938133716583","0.00004258938133716583","0.00007224828004837036","0.00007224828004837036","0.00007224828004837036"
"21900","0.000045569613575935364","0.000045569613575935364","0.000045569613575935364","0.00009987689554691315","0.00009987689554691315","0.00009987689554691315"
"22000","0.0000401865690946579","0.0000401865690946579","0.0000401865690946579","0.00006743334233760834","0.00006743334233760834","0.00006743334233760834"
